oblast,month,market_type,segment,class_label,room_count,avg_uah_m2,avg_usd_m2,listing_count,source
Chernihiv,2022-02,primary_sale,class,преміум,,26000,920,1,lun_ua_api_price
Chernihiv,2022-04,primary_sale,class,економ,,14700,490,1,lun_ua_api_price
Chernihiv,2022-04,primary_sale,class,комфорт,,15200,510,13,lun_ua_api_price
Chernihiv,2022-04,primary_sale,class,бізнес,,22300,740,6,lun_ua_api_price
Chernihiv,2022-04,primary_sale,class,преміум,,29000,970,1,lun_ua_api_price
Chernihiv,2022-07,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2022-07,primary_sale,class,комфорт,,18400,610,3,lun_ua_api_price
Chernihiv,2022-07,primary_sale,class,бізнес,,20100,670,1,lun_ua_api_price
Chernihiv,2022-07,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Chernihiv,2022-08,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2022-08,primary_sale,class,комфорт,,17600,430,5,lun_ua_api_price
Chernihiv,2022-08,primary_sale,class,бізнес,,22600,550,2,lun_ua_api_price
Chernihiv,2022-08,primary_sale,class,преміум,,34500,850,1,lun_ua_api_price
Chernihiv,2022-01,primary_sale,class,економ,,14500,530,1,lun_ua_api_price
Chernihiv,2022-01,primary_sale,class,комфорт,,15300,560,12,lun_ua_api_price
Chernihiv,2022-01,primary_sale,class,бізнес,,22200,810,6,lun_ua_api_price
Chernihiv,2022-01,primary_sale,class,преміум,,26000,950,1,lun_ua_api_price
Chernihiv,2022-03,primary_sale,class,економ,,14700,490,1,lun_ua_api_price
Chernihiv,2022-03,primary_sale,class,комфорт,,15200,510,13,lun_ua_api_price
Chernihiv,2022-03,primary_sale,class,бізнес,,22300,740,6,lun_ua_api_price
Chernihiv,2022-03,primary_sale,class,преміум,,29000,970,1,lun_ua_api_price
Chernihiv,2022-05,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2022-05,primary_sale,class,комфорт,,0,0,0,lun_ua_api_price
Chernihiv,2022-05,primary_sale,class,бізнес,,0,0,0,lun_ua_api_price
Chernihiv,2022-05,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Chernihiv,2022-06,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2022-06,primary_sale,class,комфорт,,17500,580,3,lun_ua_api_price
Chernihiv,2022-06,primary_sale,class,бізнес,,20100,670,1,lun_ua_api_price
Chernihiv,2022-06,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Chernihiv,2022-12,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2022-12,primary_sale,class,комфорт,,23800,590,6,lun_ua_api_price
Chernihiv,2022-12,primary_sale,class,бізнес,,26500,660,3,lun_ua_api_price
Chernihiv,2022-12,primary_sale,class,преміум,,34500,860,1,lun_ua_api_price
Chernihiv,2022-10,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2022-10,primary_sale,class,комфорт,,24600,580,5,lun_ua_api_price
Chernihiv,2022-10,primary_sale,class,бізнес,,27100,630,4,lun_ua_api_price
Chernihiv,2022-10,primary_sale,class,преміум,,34500,810,1,lun_ua_api_price
Chernihiv,2022-11,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2022-11,primary_sale,class,комфорт,,21800,540,5,lun_ua_api_price
Chernihiv,2022-11,primary_sale,class,бізнес,,26500,660,3,lun_ua_api_price
Chernihiv,2022-11,primary_sale,class,преміум,,34500,850,1,lun_ua_api_price
Chernihiv,2024-01,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-01,primary_sale,class,комфорт,,24400,620,7,lun_ua_api_price
Chernihiv,2024-01,primary_sale,class,бізнес,,29400,750,4,lun_ua_api_price
Chernihiv,2024-01,primary_sale,class,преміум,,36000,910,1,lun_ua_api_price
Chernihiv,2021-01,primary_sale,class,економ,,11400,400,1,lun_ua_api_price
Chernihiv,2021-01,primary_sale,class,комфорт,,11700,410,12,lun_ua_api_price
Chernihiv,2021-01,primary_sale,class,бізнес,,19000,670,2,lun_ua_api_price
Chernihiv,2021-01,primary_sale,class,преміум,,22000,780,1,lun_ua_api_price
Chernihiv,2021-02,primary_sale,class,економ,,11600,410,1,lun_ua_api_price
Chernihiv,2021-02,primary_sale,class,комфорт,,12300,440,13,lun_ua_api_price
Chernihiv,2021-02,primary_sale,class,бізнес,,19000,680,2,lun_ua_api_price
Chernihiv,2021-02,primary_sale,class,преміум,,22000,780,1,lun_ua_api_price
Chernihiv,2021-03,primary_sale,class,економ,,11600,420,1,lun_ua_api_price
Chernihiv,2021-03,primary_sale,class,комфорт,,12300,440,13,lun_ua_api_price
Chernihiv,2021-03,primary_sale,class,бізнес,,19000,680,2,lun_ua_api_price
Chernihiv,2021-03,primary_sale,class,преміум,,17800,630,2,lun_ua_api_price
Chernihiv,2021-04,primary_sale,class,економ,,12000,430,1,lun_ua_api_price
Chernihiv,2021-04,primary_sale,class,комфорт,,12600,450,14,lun_ua_api_price
Chernihiv,2021-04,primary_sale,class,бізнес,,15000,540,6,lun_ua_api_price
Chernihiv,2021-04,primary_sale,class,преміум,,17800,640,2,lun_ua_api_price
Chernihiv,2021-05,primary_sale,class,економ,,12200,440,1,lun_ua_api_price
Chernihiv,2021-05,primary_sale,class,комфорт,,13100,470,15,lun_ua_api_price
Chernihiv,2021-05,primary_sale,class,бізнес,,15000,540,6,lun_ua_api_price
Chernihiv,2021-05,primary_sale,class,преміум,,22000,790,1,lun_ua_api_price
Chernihiv,2021-06,primary_sale,class,економ,,12200,440,1,lun_ua_api_price
Chernihiv,2021-06,primary_sale,class,комфорт,,13000,470,15,lun_ua_api_price
Chernihiv,2021-06,primary_sale,class,бізнес,,15200,550,6,lun_ua_api_price
Chernihiv,2021-06,primary_sale,class,преміум,,22000,800,1,lun_ua_api_price
Chernihiv,2021-07,primary_sale,class,економ,,12500,460,1,lun_ua_api_price
Chernihiv,2021-07,primary_sale,class,комфорт,,13100,480,14,lun_ua_api_price
Chernihiv,2021-07,primary_sale,class,бізнес,,15500,570,5,lun_ua_api_price
Chernihiv,2021-07,primary_sale,class,преміум,,24000,880,1,lun_ua_api_price
Chernihiv,2021-08,primary_sale,class,економ,,13200,490,1,lun_ua_api_price
Chernihiv,2021-08,primary_sale,class,комфорт,,13700,510,13,lun_ua_api_price
Chernihiv,2021-08,primary_sale,class,бізнес,,17300,640,6,lun_ua_api_price
Chernihiv,2021-08,primary_sale,class,преміум,,24000,900,1,lun_ua_api_price
Chernihiv,2021-09,primary_sale,class,економ,,13400,500,1,lun_ua_api_price
Chernihiv,2021-09,primary_sale,class,комфорт,,14000,520,13,lun_ua_api_price
Chernihiv,2021-09,primary_sale,class,бізнес,,20000,740,7,lun_ua_api_price
Chernihiv,2021-09,primary_sale,class,преміум,,24000,890,1,lun_ua_api_price
Chernihiv,2021-10,primary_sale,class,економ,,13600,510,1,lun_ua_api_price
Chernihiv,2021-10,primary_sale,class,комфорт,,14400,540,14,lun_ua_api_price
Chernihiv,2021-10,primary_sale,class,бізнес,,20500,770,6,lun_ua_api_price
Chernihiv,2021-10,primary_sale,class,преміум,,24000,900,1,lun_ua_api_price
Chernihiv,2021-11,primary_sale,class,економ,,13600,520,1,lun_ua_api_price
Chernihiv,2021-11,primary_sale,class,комфорт,,14500,550,14,lun_ua_api_price
Chernihiv,2021-11,primary_sale,class,бізнес,,20500,780,6,lun_ua_api_price
Chernihiv,2021-11,primary_sale,class,преміум,,25000,950,1,lun_ua_api_price
Chernihiv,2021-12,primary_sale,class,економ,,14000,520,1,lun_ua_api_price
Chernihiv,2021-12,primary_sale,class,комфорт,,14700,540,13,lun_ua_api_price
Chernihiv,2021-12,primary_sale,class,бізнес,,21000,770,6,lun_ua_api_price
Chernihiv,2021-12,primary_sale,class,преміум,,25000,920,1,lun_ua_api_price
Chernihiv,2024-05,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-05,primary_sale,class,комфорт,,26000,650,7,lun_ua_api_price
Chernihiv,2024-05,primary_sale,class,бізнес,,30200,760,4,lun_ua_api_price
Chernihiv,2024-05,primary_sale,class,преміум,,36000,900,1,lun_ua_api_price
Chernihiv,2024-02,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-02,primary_sale,class,комфорт,,24400,640,7,lun_ua_api_price
Chernihiv,2024-02,primary_sale,class,бізнес,,29400,770,4,lun_ua_api_price
Chernihiv,2024-02,primary_sale,class,преміум,,36000,940,1,lun_ua_api_price
Chernihiv,2024-08,primary_sale,class,преміум,,36000,870,1,lun_ua_api_price
Chernihiv,2024-04,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-04,primary_sale,class,комфорт,,26200,660,6,lun_ua_api_price
Chernihiv,2024-04,primary_sale,class,бізнес,,30200,770,4,lun_ua_api_price
Chernihiv,2024-04,primary_sale,class,преміум,,36000,910,1,lun_ua_api_price
Chernihiv,2024-07,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-07,primary_sale,class,комфорт,,26900,660,7,lun_ua_api_price
Chernihiv,2024-07,primary_sale,class,бізнес,,30200,740,4,lun_ua_api_price
Chernihiv,2024-07,primary_sale,class,преміум,,36000,880,1,lun_ua_api_price
Chernihiv,2024-03,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-03,primary_sale,class,комфорт,,26200,680,6,lun_ua_api_price
Chernihiv,2024-03,primary_sale,class,бізнес,,29900,770,4,lun_ua_api_price
Chernihiv,2024-03,primary_sale,class,преміум,,36000,930,1,lun_ua_api_price
Chernihiv,2024-06,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-06,primary_sale,class,комфорт,,26900,650,7,lun_ua_api_price
Chernihiv,2024-06,primary_sale,class,бізнес,,30200,730,4,lun_ua_api_price
Chernihiv,2024-06,primary_sale,class,преміум,,36000,880,1,lun_ua_api_price
Chernihiv,2024-09,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-09,primary_sale,class,комфорт,,27000,650,7,lun_ua_api_price
Chernihiv,2024-09,primary_sale,class,бізнес,,30700,740,4,lun_ua_api_price
Chernihiv,2024-09,primary_sale,class,преміум,,36000,870,1,lun_ua_api_price
Chernihiv,2024-11,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-11,primary_sale,class,комфорт,,26800,640,6,lun_ua_api_price
Chernihiv,2024-11,primary_sale,class,бізнес,,31800,760,4,lun_ua_api_price
Chernihiv,2024-11,primary_sale,class,преміум,,36000,870,1,lun_ua_api_price
Chernihiv,2024-08,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-08,primary_sale,class,комфорт,,26500,640,7,lun_ua_api_price
Chernihiv,2024-08,primary_sale,class,бізнес,,30700,740,4,lun_ua_api_price
Chernihiv,2023-06,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-06,primary_sale,class,комфорт,,23300,620,8,lun_ua_api_price
Chernihiv,2023-06,primary_sale,class,бізнес,,26500,710,3,lun_ua_api_price
Chernihiv,2023-06,primary_sale,class,преміум,,34500,920,1,lun_ua_api_price
Chernihiv,2024-10,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-10,primary_sale,class,комфорт,,27000,650,7,lun_ua_api_price
Chernihiv,2024-10,primary_sale,class,бізнес,,30700,740,4,lun_ua_api_price
Chernihiv,2024-10,primary_sale,class,преміум,,36000,870,1,lun_ua_api_price
Chernihiv,2023-07,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-07,primary_sale,class,комфорт,,24000,640,9,lun_ua_api_price
Chernihiv,2023-07,primary_sale,class,бізнес,,26500,710,3,lun_ua_api_price
Chernihiv,2023-07,primary_sale,class,преміум,,34500,930,1,lun_ua_api_price
Chernihiv,2024-12,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2024-12,primary_sale,class,комфорт,,26500,630,7,lun_ua_api_price
Chernihiv,2024-12,primary_sale,class,бізнес,,31800,760,4,lun_ua_api_price
Chernihiv,2024-12,primary_sale,class,преміум,,36000,860,1,lun_ua_api_price
Chernihiv,2023-01,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-01,primary_sale,class,комфорт,,21600,530,5,lun_ua_api_price
Chernihiv,2023-01,primary_sale,class,бізнес,,26500,650,3,lun_ua_api_price
Chernihiv,2023-01,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Chernihiv,2023-02,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-02,primary_sale,class,комфорт,,24000,600,5,lun_ua_api_price
Chernihiv,2023-02,primary_sale,class,бізнес,,26500,660,3,lun_ua_api_price
Chernihiv,2023-02,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Chernihiv,2023-03,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-03,primary_sale,class,комфорт,,24000,620,5,lun_ua_api_price
Chernihiv,2023-03,primary_sale,class,бізнес,,26500,680,3,lun_ua_api_price
Chernihiv,2023-03,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Chernihiv,2023-04,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-04,primary_sale,class,комфорт,,24000,630,6,lun_ua_api_price
Chernihiv,2023-04,primary_sale,class,бізнес,,26500,700,3,lun_ua_api_price
Chernihiv,2023-04,primary_sale,class,преміум,,34500,910,1,lun_ua_api_price
Chernihiv,2023-05,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-05,primary_sale,class,комфорт,,24000,630,6,lun_ua_api_price
Chernihiv,2023-05,primary_sale,class,бізнес,,26500,700,3,lun_ua_api_price
Chernihiv,2023-05,primary_sale,class,преміум,,34500,910,1,lun_ua_api_price
Chernihiv,2023-08,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-08,primary_sale,class,комфорт,,22300,600,8,lun_ua_api_price
Chernihiv,2023-08,primary_sale,class,бізнес,,27000,720,3,lun_ua_api_price
Chernihiv,2023-08,primary_sale,class,преміум,,34500,920,1,lun_ua_api_price
Chernihiv,2023-09,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-09,primary_sale,class,комфорт,,23900,630,8,lun_ua_api_price
Chernihiv,2023-09,primary_sale,class,бізнес,,27000,710,3,lun_ua_api_price
Chernihiv,2023-09,primary_sale,class,преміум,,34500,910,1,lun_ua_api_price
Chernihiv,2023-11,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-11,primary_sale,class,комфорт,,23900,630,8,lun_ua_api_price
Chernihiv,2023-11,primary_sale,class,бізнес,,27600,730,4,lun_ua_api_price
Chernihiv,2023-11,primary_sale,class,преміум,,34500,910,1,lun_ua_api_price
Chernihiv,2023-12,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-12,primary_sale,class,комфорт,,24400,650,7,lun_ua_api_price
Chernihiv,2023-12,primary_sale,class,бізнес,,29400,790,4,lun_ua_api_price
Chernihiv,2023-12,primary_sale,class,преміум,,36000,960,1,lun_ua_api_price
Chernihiv,2023-10,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Chernihiv,2023-10,primary_sale,class,комфорт,,23900,630,8,lun_ua_api_price
Chernihiv,2023-10,primary_sale,class,бізнес,,27000,710,3,lun_ua_api_price
Chernihiv,2023-10,primary_sale,class,преміум,,34500,910,1,lun_ua_api_price
Chernihiv,2022-09,primary_sale,all_classes,all,,25000,610,9,lun_ua_api_price
Chernihiv,2022-02,primary_sale,all_classes,all,,15500,550,21,lun_ua_api_price
Chernihiv,2022-04,primary_sale,all_classes,all,,15400,510,22,lun_ua_api_price
Chernihiv,2022-07,primary_sale,all_classes,all,,19300,640,4,lun_ua_api_price
Chernihiv,2022-08,primary_sale,all_classes,all,,19300,470,8,lun_ua_api_price
Chernihiv,2022-01,primary_sale,all_classes,all,,16500,600,21,lun_ua_api_price
Chernihiv,2022-03,primary_sale,all_classes,all,,15400,510,22,lun_ua_api_price
Chernihiv,2022-05,primary_sale,all_classes,all,,0,0,0,lun_ua_api_price
Chernihiv,2022-06,primary_sale,all_classes,all,,18800,630,4,lun_ua_api_price
Chernihiv,2022-12,primary_sale,all_classes,all,,26000,650,10,lun_ua_api_price
Chernihiv,2022-10,primary_sale,all_classes,all,,26000,610,10,lun_ua_api_price
Chernihiv,2022-11,primary_sale,all_classes,all,,26000,640,9,lun_ua_api_price
Chernihiv,2024-01,primary_sale,all_classes,all,,26500,670,12,lun_ua_api_price
Chernihiv,2021-01,primary_sale,all_classes,all,,12500,440,19,lun_ua_api_price
Chernihiv,2021-02,primary_sale,all_classes,all,,13300,470,20,lun_ua_api_price
Chernihiv,2021-03,primary_sale,all_classes,all,,13500,480,21,lun_ua_api_price
Chernihiv,2021-04,primary_sale,all_classes,all,,13500,490,23,lun_ua_api_price
Chernihiv,2021-05,primary_sale,all_classes,all,,14000,500,23,lun_ua_api_price
Chernihiv,2021-06,primary_sale,all_classes,all,,14000,510,23,lun_ua_api_price
Chernihiv,2021-07,primary_sale,all_classes,all,,13900,510,21,lun_ua_api_price
Chernihiv,2021-08,primary_sale,all_classes,all,,14000,520,21,lun_ua_api_price
Chernihiv,2021-09,primary_sale,all_classes,all,,14600,540,22,lun_ua_api_price
Chernihiv,2021-10,primary_sale,all_classes,all,,15400,580,22,lun_ua_api_price
Chernihiv,2021-11,primary_sale,all_classes,all,,15500,590,22,lun_ua_api_price
Chernihiv,2021-12,primary_sale,all_classes,all,,15900,580,22,lun_ua_api_price
Chernihiv,2024-05,primary_sale,all_classes,all,,28000,700,12,lun_ua_api_price
Chernihiv,2024-02,primary_sale,all_classes,all,,26500,690,12,lun_ua_api_price
Chernihiv,2024-04,primary_sale,all_classes,all,,29000,740,11,lun_ua_api_price
Chernihiv,2024-07,primary_sale,all_classes,all,,28500,700,12,lun_ua_api_price
Chernihiv,2024-03,primary_sale,all_classes,all,,29000,750,11,lun_ua_api_price
Chernihiv,2024-06,primary_sale,all_classes,all,,28500,690,12,lun_ua_api_price
Chernihiv,2024-09,primary_sale,all_classes,all,,28500,690,12,lun_ua_api_price
Chernihiv,2024-11,primary_sale,all_classes,all,,29700,720,11,lun_ua_api_price
Chernihiv,2024-08,primary_sale,all_classes,all,,28500,690,12,lun_ua_api_price
Chernihiv,2023-06,primary_sale,all_classes,all,,24000,640,12,lun_ua_api_price
Chernihiv,2024-10,primary_sale,all_classes,all,,29400,710,12,lun_ua_api_price
Chernihiv,2023-07,primary_sale,all_classes,all,,24000,640,13,lun_ua_api_price
Chernihiv,2024-12,primary_sale,all_classes,all,,28400,680,12,lun_ua_api_price
Chernihiv,2023-01,primary_sale,all_classes,all,,23800,580,8,lun_ua_api_price
Chernihiv,2023-02,primary_sale,all_classes,all,,25000,620,8,lun_ua_api_price
Chernihiv,2023-03,primary_sale,all_classes,all,,25000,640,8,lun_ua_api_price
Chernihiv,2023-04,primary_sale,all_classes,all,,25000,660,10,lun_ua_api_price
Chernihiv,2023-05,primary_sale,all_classes,all,,25000,660,10,lun_ua_api_price
Chernihiv,2023-08,primary_sale,all_classes,all,,24700,660,12,lun_ua_api_price
Chernihiv,2023-09,primary_sale,all_classes,all,,25600,670,12,lun_ua_api_price
Chernihiv,2023-11,primary_sale,all_classes,all,,25900,690,13,lun_ua_api_price
Chernihiv,2023-12,primary_sale,all_classes,all,,25900,690,12,lun_ua_api_price
Chernihiv,2023-10,primary_sale,all_classes,all,,25300,660,12,lun_ua_api_price
